trial,side,scheduled_timestamp_utc,actual_onset_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status
1,left,2025-12-17 14:31:40.038920,2025-12-17 14:31:40.047556,2025-12-17 14:31:40.716178,0.668623,hit
2,left,2025-12-17 14:31:44.038920,2025-12-17 14:31:44.047193,2025-12-17 14:31:44.571579,0.524386,hit
3,right,2025-12-17 14:31:51.038920,2025-12-17 14:31:51.042213,2025-12-17 14:31:51.578551,0.536337,hit
4,right,2025-12-17 14:31:53.038920,2025-12-17 14:31:53.044934,2025-12-17 14:31:53.641224,0.596289,hit
5,left,2025-12-17 14:31:58.038920,2025-12-17 14:31:58.048826,2025-12-17 14:31:58.618490,0.569664,hit
6,left,2025-12-17 14:32:00.038920,2025-12-17 14:32:00.045742,2025-12-17 14:32:00.612472,0.566730,hit
7,right,2025-12-17 14:32:04.038920,2025-12-17 14:32:04.045379,2025-12-17 14:32:04.596691,0.551312,hit
8,right,2025-12-17 14:32:09.038920,2025-12-17 14:32:09.043483,2025-12-17 14:32:09.553430,0.509947,hit
9,left,2025-12-17 14:32:11.038920,2025-12-17 14:32:11.046204,2025-12-17 14:32:11.512518,0.466314,hit
10,left,2025-12-17 14:32:16.038920,2025-12-17 14:32:16.044290,2025-12-17 14:32:16.588208,0.543918,hit
11,right,2025-12-17 14:32:21.038920,2025-12-17 14:32:21.042395,2025-12-17 14:32:21.556321,0.513926,hit
12,right,2025-12-17 14:32:23.038920,2025-12-17 14:32:23.045116,2025-12-17 14:32:23.532279,0.487163,hit
13,left,2025-12-17 14:32:30.038920,2025-12-17 14:32:30.045923,2025-12-17 14:32:30.551596,0.505673,hit
14,right,2025-12-17 14:32:37.038920,2025-12-17 14:32:37.046753,2025-12-17 14:32:37.590968,0.544215,hit
15,left,2025-12-17 14:32:41.038920,2025-12-17 14:32:41.046386,2025-12-17 14:32:41.517868,0.471482,hit
16,right,2025-12-17 14:32:45.038920,2025-12-17 14:32:45.046023,2025-12-17 14:32:45.554302,0.508279,hit
17,left,2025-12-17 14:32:50.038920,2025-12-17 14:32:50.044109,2025-12-17 14:32:50.522441,0.478333,hit
18,left,2025-12-17 14:32:57.038920,2025-12-17 14:32:57.044934,2025-12-17 14:32:57.516341,0.471406,hit
19,left,2025-12-17 14:33:01.038920,2025-12-17 14:33:01.044571,2025-12-17 14:33:01.474670,0.430099,hit
20,right,2025-12-17 14:33:03.038920,2025-12-17 14:33:03.041488,2025-12-17 14:33:03.552653,0.511165,hit
21,left,2025-12-17 14:33:05.038920,2025-12-17 14:33:05.044209,2025-12-17 14:33:05.567570,0.523362,hit
22,right,2025-12-17 14:33:12.038920,2025-12-17 14:33:12.045016,2025-12-17 14:33:12.574961,0.529945,hit
23,right,2025-12-17 14:33:16.038920,2025-12-17 14:33:16.044653,2025-12-17 14:33:16.539503,0.494850,hit
24,right,2025-12-17 14:33:21.038920,2025-12-17 14:33:21.042758,2025-12-17 14:33:21.498785,0.456027,hit
25,left,2025-12-17 14:33:23.038920,2025-12-17 14:33:23.045479,2025-12-17 14:33:23.534553,0.489074,hit
26,right,2025-12-17 14:33:28.038920,2025-12-17 14:33:28.049370,2025-12-17 14:33:28.564324,0.514954,hit
27,right,2025-12-17 14:33:30.038920,2025-12-17 14:33:30.046286,2025-12-17 14:33:30.504030,0.457745,hit
28,right,2025-12-17 14:33:34.038920,2025-12-17 14:33:34.045923,2025-12-17 14:33:34.541338,0.495415,hit
29,left,2025-12-17 14:33:39.038920,2025-12-17 14:33:39.044027,2025-12-17 14:33:39.507259,0.463232,hit
30,right,2025-12-17 14:33:46.038920,2025-12-17 14:33:46.044835,2025-12-17 14:33:46.567787,0.522953,hit
31,left,2025-12-17 14:33:53.038920,2025-12-17 14:33:53.045660,2025-12-17 14:33:53.617104,0.571444,hit
32,left,2025-12-17 14:33:57.038920,2025-12-17 14:33:57.045297,2025-12-17 14:33:57.473913,0.428616,hit
33,right,2025-12-17 14:34:02.038920,2025-12-17 14:34:02.049188,2025-12-17 14:34:02.551906,0.502717,hit
34,right,2025-12-17 14:34:09.038920,2025-12-17 14:34:09.044209,2025-12-17 14:34:09.576866,0.532658,hit
35,left,2025-12-17 14:34:14.038920,2025-12-17 14:34:14.048100,2025-12-17 14:34:14.624108,0.576008,hit
36,left,2025-12-17 14:34:21.038920,2025-12-17 14:34:21.043120,2025-12-17 14:34:21.570438,0.527318,hit
37,left,2025-12-17 14:34:25.038920,2025-12-17 14:34:25.042758,2025-12-17 14:34:25.470698,0.427940,hit
38,right,2025-12-17 14:34:27.038920,2025-12-17 14:34:27.045479,2025-12-17 14:34:27.517138,0.471659,hit
39,right,2025-12-17 14:34:31.038920,2025-12-17 14:34:31.045116,2025-12-17 14:34:31.534673,0.489557,hit
40,left,2025-12-17 14:34:33.038920,2025-12-17 14:34:33.042032,2025-12-17 14:34:33.499753,0.457722,hit
41,left,2025-12-17 14:34:40.038920,2025-12-20 13:44:59.646258,2025-12-17 14:34:40.566977,-256219.079280,hit
42,right,2025-12-17 14:34:42.038920,2025-12-20 13:44:59.643174,2025-12-17 14:34:42.541280,-256217.101894,hit
43,right,2025-12-17 14:34:47.038920,2025-12-20 13:44:59.643945,2025-12-17 14:34:47.510214,-256212.133731,hit
44,left,2025-12-17 14:34:49.038920,2025-12-20 13:44:59.646666,2025-12-17 14:34:49.496918,-256210.149748,hit
45,right,2025-12-17 14:34:56.038920,2025-12-20 13:44:59.644806,2025-12-17 14:34:56.491098,-256203.153709,hit
46,left,2025-12-17 14:35:00.038920,2025-12-20 13:44:59.644444,2025-12-17 14:35:00.695665,-256198.948779,hit
47,right,2025-12-17 14:35:04.038920,2025-12-20 13:44:59.644081,2025-12-17 14:35:04.528594,-256195.115487,hit
48,left,2025-12-17 14:35:09.038920,2025-12-20 13:44:59.645328,2025-12-17 14:35:09.525280,-256190.120048,hit
49,right,2025-12-17 14:35:14.038920,2025-12-20 13:44:59.646076,2025-12-17 14:35:14.558254,-256185.087822,hit
50,right,2025-12-17 14:35:18.038920,2025-12-20 13:44:59.645713,2025-12-17 14:35:18.500641,-256181.145073,hit
51,left,2025-12-17 14:35:25.038920,2025-12-20 13:44:59.643877,2025-12-17 14:35:25.592498,-256174.051379,hit
52,left,2025-12-17 14:35:27.038920,2025-12-20 13:44:59.646598,2025-12-17 14:35:27.566013,-256172.080585,hit
53,left,2025-12-17 14:35:32.038920,2025-12-20 13:44:59.647346,2025-12-17 14:35:32.553261,-256167.094085,hit
54,right,2025-12-17 14:35:39.038920,2025-12-20 13:44:59.645509,2025-12-17 14:35:39.614535,-256160.030975,hit
55,left,2025-12-17 14:35:43.038920,2025-12-20 13:44:59.645146,2025-12-17 14:35:43.547579,-256156.097568,hit
56,right,2025-12-17 14:35:45.038920,2025-12-20 13:44:59.647391,2025-12-17 14:35:45.673469,-256153.973922,hit
57,left,2025-12-17 14:35:50.038920,2025-12-20 13:44:59.642811,2025-12-17 14:35:50.550902,-256149.091909,hit
58,right,2025-12-17 14:35:57.038920,2025-12-20 13:44:59.646303,2025-12-17 14:35:57.564066,-256142.082237,hit
59,left,2025-12-17 14:36:04.038920,2025-12-20 13:44:59.644444,2025-12-17 14:36:04.774642,-256134.869802,hit
60,left,2025-12-17 14:36:08.038920,2025-12-20 13:44:59.644081,2025-12-17 14:36:08.591304,-256131.052777,hit
61,left,2025-12-17 14:36:10.038920,2025-12-20 13:44:59.646802,2025-12-17 14:36:10.516724,-256129.130078,hit
62,right,2025-12-17 14:36:12.038920,2025-12-20 13:44:59.643718,2025-12-17 14:36:12.486823,-256127.156895,hit
63,right,2025-12-17 14:36:16.038920,2025-12-20 13:44:59.643355,2025-12-17 14:36:16.514180,-256123.129175,hit
64,right,2025-12-17 14:36:21.038920,2025-12-20 13:44:59.644602,2025-12-17 14:36:21.509566,-256118.135037,hit
65,right,2025-12-17 14:36:23.038920,2025-12-20 13:44:59.646847,2025-12-17 14:36:23.462340,-256116.184507,hit
66,left,2025-12-17 14:36:30.038920,2025-12-20 13:44:59.644988,2025-12-17 14:36:30.539715,-256109.105272,hit
67,left,2025-12-17 14:36:35.038920,2025-12-20 13:44:59.645283,2025-12-17 14:36:35.491619,-256104.153663,hit
68,right,2025-12-17 14:36:42.038920,2025-12-20 13:44:59.642970,2025-12-17 14:36:42.485769,-256097.157200,hit
69,right,2025-12-17 14:36:46.038920,2025-12-20 13:44:59.642607,2025-12-17 14:36:46.492475,-256093.150131,hit
70,left,2025-12-17 14:36:50.038920,2025-12-20 13:44:59.642720,2025-12-17 14:36:50.515844,-256089.126876,hit
71,right,2025-12-17 14:36:55.038920,2025-12-20 13:44:59.643468,2025-12-17 14:36:55.532990,-256084.110478,hit
72,left,2025-12-17 14:36:57.038920,2025-12-20 13:44:59.646189,2025-12-17 14:36:57.577456,-256082.068733,hit
73,left,2025-12-17 14:37:01.038920,2025-12-20 13:44:59.645827,2025-12-17 14:37:01.515296,-256078.130531,hit
74,left,2025-12-17 14:37:06.038920,2025-12-20 13:44:59.646598,2025-12-17 14:37:06.577218,-256073.069380,hit
75,right,2025-12-17 14:37:13.038920,2025-12-20 13:44:59.644738,2025-12-17 14:37:13.654434,-256065.990304,hit
76,left,2025-12-17 14:37:15.038920,2025-12-20 13:44:59.647459,2025-12-17 14:37:15.492956,-256064.154503,hit
77,left,2025-12-17 14:37:22.038920,2025-12-20 13:44:59.645623,2025-12-17 14:37:22.496096,-256057.149526,hit
78,right,2025-12-17 14:37:24.038920,2025-12-20 13:44:59.642539,2025-12-17 14:37:24.522096,-256055.120443,hit
79,right,2025-12-17 14:37:29.038920,2025-12-20 13:44:59.643287,2025-12-17 14:37:29.457315,-256050.185972,hit
80,right,2025-12-17 14:37:33.038920,2025-12-20 13:44:59.642924,2025-12-17 14:37:33.408971,-256046.233953,hit
81,right,2025-12-17 14:37:35.038920,2025-12-20 13:44:59.645645,2025-12-17 14:37:35.834838,-256043.810807,hit
82,left,2025-12-17 14:37:40.038920,2025-12-20 13:44:59.646416,2025-12-17 14:37:40.536789,-256039.109627,hit
83,right,2025-12-17 14:37:45.038920,2025-12-20 13:44:59.647165,2025-12-17 14:37:45.496399,-256034.150766,hit
84,left,2025-12-17 14:37:52.038920,2025-12-20 13:44:59.644852,2025-12-17 14:37:52.560259,-256027.084592,hit
85,left,2025-12-17 14:37:56.038920,2025-12-20 13:44:59.644489,2025-12-17 14:37:56.524455,-256023.120034,hit
86,right,2025-12-17 14:38:00.038920,2025-12-20 13:44:59.644126,2025-12-17 14:38:00.433008,-256019.211118,hit
87,left,2025-12-17 14:38:02.038920,2025-12-20 13:44:59.646371,2025-12-17 14:38:02.506196,-256017.140174,hit
88,none,,2025-12-17 14:38:07.077380,,,false_positive
88,right,2025-12-17 14:38:09.038920,2025-12-20 13:44:59.644534,2025-12-17 14:38:09.813974,-256009.830560,hit
89,right,2025-12-17 14:38:13.038920,2025-12-20 13:44:59.644171,2025-12-17 14:38:13.518118,-256006.126053,hit
90,left,2025-12-17 14:38:15.038920,2025-12-20 13:44:59.646893,2025-12-17 14:38:15.628823,-256004.018070,hit
91,left,2025-12-17 14:38:19.038920,2025-12-20 13:44:59.646530,2025-12-17 14:38:19.532289,-256000.114240,hit
92,right,2025-12-17 14:38:24.038920,2025-12-20 13:44:59.647278,2025-12-17 14:38:24.733790,-255994.913488,hit
93,right,2025-12-17 14:38:26.038920,2025-12-20 13:44:59.644194,2025-12-17 14:38:26.438761,-255993.205433,hit
94,right,2025-12-17 14:38:33.038920,2025-12-20 13:44:59.642357,2025-12-17 14:38:33.521505,-255986.120852,hit
95,left,2025-12-17 14:38:40.038920,2025-12-20 13:44:59.645827,2025-12-17 14:38:40.714599,-255978.931228,hit
96,left,2025-12-17 14:38:45.038920,2025-12-20 13:44:59.647074,2025-12-17 14:38:45.555031,-255974.092043,hit
97,left,2025-12-17 14:38:52.038920,2025-12-20 13:44:59.644738,2025-12-17 14:38:52.531792,-255967.112946,hit
98,left,2025-12-17 14:38:56.038920,2025-12-20 13:44:59.644376,2025-12-17 14:38:56.489768,-255963.154608,hit
