trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status
44,left,0.150,2025-11-30 11:44:26.011329,2025-11-30 11:44:26.575305,0.563977,hit
45,left,0.100,2025-11-30 11:44:28.011329,2025-11-30 11:44:28.675146,0.663818,hit
46,right,0.100,2025-11-30 11:44:33.011329,2025-11-30 11:44:33.643529,0.632201,hit
47,left,0.100,2025-11-30 11:44:35.011329,2025-11-30 11:44:35.689501,0.678172,hit
48,left,0.050,2025-11-30 11:44:40.011329,2025-11-30 11:44:40.562959,0.551630,hit
49,right,0.100,2025-11-30 11:44:42.011329,2025-11-30 11:44:42.577032,0.565703,hit
50,right,0.100,2025-11-30 11:44:49.011329,2025-11-30 11:44:49.612709,0.601380,hit
51,right,0.050,2025-11-30 11:44:56.011329,2025-11-30 11:44:56.638655,0.627326,hit
52,right,0.050,2025-11-30 11:45:00.011329,2025-11-30 11:45:00.614948,0.603619,hit
53,left,0.150,2025-11-30 11:45:04.011329,2025-11-30 11:45:04.563581,0.552252,hit
54,left,0.050,2025-11-30 11:45:09.011329,2025-11-30 11:45:09.689994,0.678665,hit
55,right,0.050,2025-11-30 11:45:11.011329,2025-11-30 11:45:11.689679,0.678350,hit
56,right,0.150,2025-11-30 11:45:16.011329,2025-11-30 11:45:16.915458,0.904129,hit
57,right,0.100,2025-11-30 11:45:18.011329,2025-11-30 11:45:18.856806,0.845477,hit
58,right,0.050,2025-11-30 11:45:23.011329,2025-11-30 11:45:23.702594,0.691266,hit
59,right,0.050,2025-11-30 11:45:27.011329,2025-11-30 11:45:27.523567,0.512239,hit
60,right,0.050,2025-11-30 11:45:32.011329,2025-11-30 11:45:32.565587,0.554258,hit
61,right,0.100,2025-11-30 11:45:34.011329,2025-11-30 11:45:34.620915,0.609586,hit
62,left,0.150,2025-11-30 11:45:39.011329,2025-11-30 11:45:39.589884,0.578556,hit
63,left,0.100,2025-11-30 11:45:41.011329,2025-11-30 11:45:41.593970,0.582641,hit
64,right,0.100,2025-11-30 11:45:46.011329,2025-11-30 11:45:46.577610,0.566281,hit
65,left,0.150,2025-11-30 11:45:51.011329,2025-11-30 11:45:51.666488,0.655160,hit
66,left,0.150,2025-11-30 11:45:58.011329,2025-11-30 11:45:58.668674,0.657345,hit
67,right,0.050,2025-11-30 11:46:03.011329,2025-11-30 11:46:03.600425,0.589096,hit
68,right,0.100,2025-11-30 11:46:05.011329,2025-11-30 11:46:05.598006,0.586677,hit
69,right,0.100,2025-11-30 11:46:12.011329,2025-11-30 11:46:12.539858,0.528530,hit
70,left,0.100,2025-11-30 11:46:14.011329,2025-11-30 11:46:14.627558,0.616229,hit
71,left,0.150,2025-11-30 11:46:16.011329,2025-11-30 11:46:16.674555,0.663226,hit
72,right,0.150,2025-11-30 11:46:21.011329,2025-11-30 11:46:21.557759,0.546430,hit
73,left,0.150,2025-11-30 11:46:28.011329,2025-11-30 11:46:28.602685,0.591356,hit
74,right,0.150,2025-11-30 11:46:30.011329,2025-11-30 11:46:30.638156,0.626828,hit
75,left,0.150,2025-11-30 11:46:32.011329,2025-11-30 11:46:32.603222,0.591893,hit
76,left,0.050,2025-11-30 11:46:34.011329,2025-11-30 11:46:34.582799,0.571470,hit
77,left,0.150,2025-11-30 11:46:41.011329,2025-11-30 11:46:41.667017,0.655689,hit
78,right,0.150,2025-11-30 11:46:48.011329,2025-11-30 11:46:48.661121,0.649793,hit
79,right,0.150,2025-11-30 11:46:53.011329,2025-11-30 11:46:53.736362,0.725034,hit
80,left,0.050,2025-11-30 11:46:57.011329,2025-11-30 11:46:57.593387,0.582058,hit
81,left,0.150,2025-11-30 11:47:04.011329,2025-11-30 11:47:04.676935,0.665606,hit
82,left,0.050,2025-11-30 11:47:08.011329,2025-11-30 11:47:08.580951,0.569623,hit
83,right,0.100,2025-11-30 11:47:15.011329,2025-11-30 11:47:15.596619,0.585291,hit
84,left,0.100,2025-11-30 11:47:20.011329,2025-11-30 11:47:20.647478,0.636150,hit
85,right,0.150,2025-11-30 11:47:24.011329,2025-11-30 11:47:24.584165,0.572837,hit
86,left,0.050,2025-11-30 11:47:31.011329,2025-11-30 11:47:31.600861,0.589533,hit
87,left,0.050,2025-11-30 11:47:36.011329,2025-11-30 11:47:36.696767,0.685438,hit
88,right,0.100,2025-11-30 11:47:38.011329,2025-11-30 11:47:38.835441,0.824112,hit
89,right,0.150,2025-11-30 11:47:45.011329,2025-11-30 11:47:45.674364,0.663035,hit
90,right,0.100,2025-11-30 11:47:47.011329,2025-11-30 11:47:47.659646,0.648317,hit
91,left,0.050,2025-11-30 11:47:49.011329,2025-11-30 11:47:49.635367,0.624038,hit
92,right,0.150,2025-11-30 11:47:54.011329,2025-11-30 11:47:54.557214,0.545886,hit
93,left,0.050,2025-11-30 11:48:01.011329,2025-11-30 11:48:01.614760,0.603431,hit
94,right,0.050,2025-11-30 11:48:05.011329,2025-11-30 11:48:05.617230,0.605901,hit
95,right,0.150,2025-11-30 11:48:07.011329,2025-11-30 11:48:07.597975,0.586646,hit
96,right,0.150,2025-11-30 11:48:09.011329,2025-11-30 11:48:09.501258,0.489929,hit
97,left,0.050,2025-11-30 11:48:14.011329,2025-11-30 11:48:14.604419,0.593090,hit
98,left,0.150,2025-11-30 11:48:18.011329,2025-11-30 11:48:18.531907,0.520579,hit
99,left,0.100,2025-11-30 11:48:20.011329,2025-11-30 11:48:20.528665,0.517336,hit
100,left,0.050,2025-11-30 11:48:25.011329,2025-11-30 11:48:25.624352,0.613023,hit
101,left,0.100,2025-11-30 11:48:32.011329,2025-11-30 11:48:32.600928,0.589599,hit
102,left,0.100,2025-11-30 11:48:34.011329,2025-11-30 11:48:34.622006,0.610678,hit
103,right,0.150,2025-11-30 11:48:41.011329,2025-11-30 11:48:41.649141,0.637812,hit
104,right,0.100,2025-11-30 11:48:48.011329,2025-11-30 11:48:48.610454,0.599125,hit
105,right,0.100,2025-11-30 11:48:55.011329,2025-11-30 11:48:55.753413,0.742084,hit
106,right,0.100,2025-11-30 11:49:02.011329,2025-11-30 11:49:02.542088,0.530759,hit
107,right,0.050,2025-11-30 11:49:04.011329,2025-11-30 11:49:04.595570,0.584241,hit
108,left,0.050,2025-11-30 11:49:11.011329,2025-11-30 11:49:11.530335,0.519006,hit
109,left,0.150,2025-11-30 11:49:15.011329,2025-11-30 11:49:15.541369,0.530041,hit
110,left,0.150,2025-11-30 11:49:17.011329,2025-11-30 11:49:17.575258,0.563930,hit
111,left,0.150,2025-11-30 11:49:22.011329,2025-11-30 11:49:22.556540,0.545211,hit
112,left,0.050,2025-11-30 11:49:26.011329,2025-11-30 11:49:26.566610,0.555281,hit
113,left,0.050,2025-11-30 11:49:28.011329,2025-11-30 11:49:28.569714,0.558386,hit
114,none,,,2025-11-30 11:49:31.092675,,false_positive
114,left,0.150,2025-11-30 11:49:32.011329,2025-11-30 11:49:32.552420,0.541091,hit
115,left,0.050,2025-11-30 11:49:37.011329,2025-11-30 11:49:37.629262,0.617934,hit
116,right,0.050,2025-11-30 11:49:44.011329,2025-11-30 11:49:44.686018,0.674689,hit
117,right,0.050,2025-11-30 11:49:51.011329,2025-11-30 11:49:51.573719,0.562390,hit
118,right,0.050,2025-11-30 11:49:53.011329,2025-11-30 11:49:53.602973,0.591644,hit
119,left,0.050,2025-11-30 11:50:00.011329,2025-11-30 11:50:00.611138,0.599809,hit
120,left,0.100,2025-11-30 11:50:07.011329,2025-11-30 11:50:07.730297,0.718968,hit
121,right,0.100,2025-11-30 11:50:09.011329,2025-11-30 11:50:09.587238,0.575909,hit
122,left,0.050,2025-11-30 11:50:16.011329,2025-11-30 11:50:16.584495,0.573166,hit
123,left,0.100,2025-11-30 11:50:18.011329,2025-11-30 11:50:18.670024,0.658695,hit
124,right,0.100,2025-11-30 11:50:25.011329,2025-11-30 11:50:25.619108,0.607779,hit
125,left,0.100,2025-11-30 11:50:29.011329,2025-11-30 11:50:29.597209,0.585880,hit
126,right,0.100,2025-11-30 11:50:31.011329,2025-11-30 11:50:31.819333,0.808004,hit
