trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status
42,left,0.050,2025-11-30 19:37:15.954925,2025-11-30 19:37:16.567081,0.612157,hit
43,left,0.100,2025-11-30 19:37:20.954925,2025-11-30 19:37:21.561132,0.606207,hit
44,left,0.150,2025-11-30 19:37:27.954925,2025-11-30 19:37:28.580040,0.625116,hit
45,left,0.100,2025-11-30 19:37:29.954925,2025-11-30 19:37:30.563815,0.608891,hit
46,right,0.100,2025-11-30 19:37:34.954925,2025-11-30 19:37:35.584473,0.629548,hit
47,left,0.100,2025-11-30 19:37:36.954925,2025-11-30 19:37:37.584178,0.629254,hit
48,left,0.050,2025-11-30 19:37:41.954925,2025-11-30 19:37:42.596298,0.641373,hit
49,right,0.100,2025-11-30 19:37:43.954925,2025-11-30 19:37:44.558519,0.603594,hit
50,right,0.100,2025-11-30 19:37:50.954925,2025-11-30 19:37:51.567115,0.612190,hit
51,right,0.050,2025-11-30 19:37:57.954925,2025-11-30 19:37:58.570444,0.615519,hit
52,right,0.050,2025-11-30 19:38:01.954925,2025-11-30 19:38:02.578361,0.623436,hit
53,left,0.150,2025-11-30 19:38:05.954925,2025-11-30 19:38:06.550753,0.595828,hit
54,left,0.050,2025-11-30 19:38:10.954925,2025-11-30 19:38:11.544030,0.589105,hit
55,right,0.050,2025-11-30 19:38:12.954925,2025-11-30 19:38:13.574038,0.619113,hit
56,right,0.150,2025-11-30 19:38:17.954925,2025-11-30 19:38:18.546109,0.591184,hit
57,right,0.100,2025-11-30 19:38:19.954925,2025-11-30 19:38:20.536004,0.581079,hit
58,right,0.050,2025-11-30 19:38:24.954925,2025-11-30 19:38:25.554170,0.599245,hit
59,right,0.050,2025-11-30 19:38:28.954925,2025-11-30 19:38:29.576869,0.621944,hit
60,right,0.050,2025-11-30 19:38:33.954925,2025-11-30 19:38:34.558549,0.603624,hit
61,right,0.100,2025-11-30 19:38:35.954925,2025-11-30 19:38:36.520829,0.565905,hit
62,left,0.150,2025-11-30 19:38:40.954925,2025-11-30 19:38:41.545345,0.590420,hit
63,left,0.100,2025-11-30 19:38:42.954925,2025-11-30 19:38:43.551574,0.596650,hit
64,right,0.100,2025-11-30 19:38:47.954925,2025-11-30 19:38:48.548759,0.593834,hit
65,left,0.150,2025-11-30 19:38:52.954925,2025-11-30 19:38:53.568793,0.613868,hit
66,left,0.150,2025-11-30 19:38:59.954925,2025-11-30 19:39:00.549675,0.594750,hit
67,right,0.050,2025-11-30 19:39:04.954925,2025-11-30 19:39:05.571120,0.616195,hit
68,right,0.100,2025-11-30 19:39:06.954925,2025-11-30 19:39:07.583498,0.628573,hit
69,right,0.100,2025-11-30 19:39:13.954925,2025-11-30 19:39:14.548172,0.593247,hit
70,left,0.100,2025-11-30 19:39:15.954925,2025-11-30 19:39:16.555397,0.600472,hit
71,left,0.150,2025-11-30 19:39:17.954925,2025-11-30 19:39:18.542757,0.587832,hit
72,right,0.150,2025-11-30 19:39:22.954925,2025-11-30 19:39:23.532020,0.577096,hit
73,left,0.150,2025-11-30 19:39:29.954925,2025-11-30 19:39:30.607601,0.652676,hit
74,right,0.150,2025-11-30 19:39:31.954925,2025-11-30 19:39:32.492503,0.537578,hit
75,left,0.150,2025-11-30 19:39:33.954925,2025-11-30 19:39:34.491054,0.536130,hit
76,left,0.050,2025-11-30 19:39:35.954925,2025-11-30 19:39:36.523300,0.568375,hit
77,left,0.150,2025-11-30 19:39:42.954925,2025-11-30 19:39:43.588765,0.633841,hit
78,right,0.150,2025-11-30 19:39:49.954925,2025-11-30 19:39:50.536225,0.581300,hit
79,right,0.150,2025-11-30 19:39:54.954925,2025-11-30 19:39:55.553579,0.598655,hit
80,left,0.050,2025-11-30 19:39:58.954925,2025-11-30 19:39:59.583458,0.628533,hit
81,left,0.150,2025-11-30 19:40:05.954925,2025-11-30 19:40:06.605753,0.650828,hit
82,left,0.050,2025-11-30 19:40:09.954925,2025-11-30 19:40:10.566464,0.611539,hit
83,right,0.100,2025-11-30 19:40:16.954925,2025-11-30 19:40:17.586949,0.632024,hit
84,left,0.100,2025-11-30 19:40:21.954925,2025-11-30 19:40:22.627397,0.672472,hit
85,right,0.150,2025-11-30 19:40:25.954925,2025-11-30 19:40:26.552330,0.597406,hit
86,left,0.050,2025-11-30 19:40:32.954925,2025-11-30 19:40:33.561557,0.606632,hit
87,left,0.050,2025-11-30 19:40:37.954925,2025-11-30 19:40:38.557825,0.602901,hit
88,right,0.100,2025-11-30 19:40:39.954925,2025-11-30 19:40:40.568090,0.613165,hit
89,right,0.150,2025-11-30 19:40:46.954925,2025-11-30 19:40:47.771257,0.816333,hit
90,right,0.100,2025-11-30 19:40:48.954925,2025-11-30 19:40:49.522637,0.567713,hit
91,left,0.050,2025-11-30 19:40:50.954925,2025-11-30 19:40:51.551265,0.596341,hit
92,right,0.150,2025-11-30 19:40:55.954925,2025-11-30 19:40:56.612122,0.657197,hit
93,left,0.050,2025-11-30 19:41:02.954925,2025-11-30 19:41:03.585654,0.630729,hit
94,right,0.050,2025-11-30 19:41:06.954925,2025-11-30 19:41:07.537813,0.582888,hit
95,right,0.150,2025-11-30 19:41:08.954925,2025-11-30 19:41:09.532225,0.577301,hit
96,right,0.150,2025-11-30 19:41:10.954925,2025-11-30 19:41:11.510878,0.555953,hit
97,left,0.050,2025-11-30 19:41:15.954925,2025-11-30 19:41:16.544662,0.589738,hit
98,left,0.150,2025-11-30 19:41:19.954925,2025-11-30 19:41:20.524565,0.569641,hit
99,left,0.100,2025-11-30 19:41:21.954925,2025-11-30 19:41:22.529293,0.574368,hit
100,left,0.050,2025-11-30 19:41:26.954925,2025-11-30 19:41:27.569643,0.614718,hit
101,left,0.100,2025-11-30 19:41:33.954925,2025-11-30 19:41:34.588401,0.633476,hit
102,left,0.100,2025-11-30 19:41:35.954925,2025-11-30 19:41:36.566857,0.611932,hit
103,right,0.150,2025-11-30 19:41:42.954925,2025-11-30 19:41:43.572061,0.617137,hit
104,right,0.100,2025-11-30 19:41:49.954925,2025-11-30 19:41:50.778603,0.823678,hit
105,right,0.100,2025-11-30 19:41:56.954925,2025-11-30 19:41:57.580335,0.625410,hit
106,right,0.100,2025-11-30 19:42:03.954925,2025-11-30 19:42:04.603169,0.648244,hit
107,right,0.050,2025-11-30 19:42:05.954925,2025-11-30 19:42:06.586984,0.632060,hit
108,left,0.050,2025-11-30 19:42:12.954925,2025-11-30 19:42:13.584137,0.629213,hit
109,left,0.150,2025-11-30 19:42:16.954925,2025-11-30 19:42:17.582959,0.628035,hit
110,left,0.150,2025-11-30 19:42:18.954925,2025-11-30 19:42:19.543404,0.588479,hit
111,left,0.150,2025-11-30 19:42:23.954925,2025-11-30 19:42:24.557658,0.602733,hit
112,left,0.050,2025-11-30 19:42:27.954925,2025-11-30 19:42:28.536043,0.581118,hit
113,left,0.050,2025-11-30 19:42:29.954925,2025-11-30 19:42:30.533825,0.578900,hit
114,left,0.150,2025-11-30 19:42:33.954925,2025-11-30 19:42:34.530492,0.575567,hit
115,left,0.050,2025-11-30 19:42:38.954925,2025-11-30 19:42:39.553980,0.599055,hit
116,right,0.050,2025-11-30 19:42:45.954925,2025-11-30 19:42:46.581147,0.626222,hit
117,right,0.050,2025-11-30 19:42:52.954925,2025-11-30 19:42:53.568128,0.613204,hit
118,right,0.050,2025-11-30 19:42:54.954925,2025-11-30 19:42:55.537647,0.582722,hit
119,left,0.050,2025-11-30 19:43:01.954925,2025-11-30 19:43:02.569270,0.614346,hit
120,left,0.100,2025-11-30 19:43:08.954925,2025-11-30 19:43:09.624112,0.669187,hit
121,right,0.100,2025-11-30 19:43:10.954925,2025-11-30 19:43:11.553751,0.598827,hit
122,left,0.050,2025-11-30 19:43:17.954925,2025-11-30 19:43:18.612607,0.657683,hit
123,left,0.100,2025-11-30 19:43:19.954925,2025-11-30 19:43:20.547185,0.592261,hit
124,right,0.100,2025-11-30 19:43:26.954925,2025-11-30 19:43:27.588830,0.633905,hit
125,left,0.100,2025-11-30 19:43:30.954925,2025-11-30 19:43:31.560271,0.605346,hit
126,right,0.100,2025-11-30 19:43:32.954925,2025-11-30 19:43:33.520501,0.565576,hit
