trial,side,utc_timestamp,RT_seconds,resp_status
1,left,2025-12-23 13:28:53.483702+00:00,0.483172,hit
2,left,2025-12-23 13:28:57.483267+00:00,0.427354,hit
3,right,2025-12-23 13:29:04.484074+00:00,0.415889,hit
4,right,2025-12-23 13:29:06.486795+00:00,0.462774,hit
5,left,2025-12-23 13:29:11.484900+00:00,0.40823,hit
6,left,2025-12-23 13:29:13.481816+00:00,0.41411,hit
7,right,2025-12-23 13:29:17.481453+00:00,0.389638,hit
8,right,2025-12-23 13:29:22.485344+00:00,0.429804,hit
9,left,2025-12-23 13:29:24.482255+00:00,0.436385,hit
10,left,2025-12-23 13:29:29.486169+00:00,0.414466,hit
11,right,2025-12-23 13:29:34.478446+00:00,0.413047,hit
12,right,2025-12-23 13:29:36.481167+00:00,0.427578,hit
13,left,2025-12-23 13:29:43.481997+00:00,0.425262,hit
14,right,2025-12-23 13:29:50.488609+00:00,0.46371,hit
15,left,2025-12-23 13:29:54.482437+00:00,0.407458,hit
16,right,2025-12-23 13:29:58.482074+00:00,0.456658,hit
17,left,2025-12-23 13:30:03.485988+00:00,0.422139,hit
18,left,2025-12-23 13:30:10.486795+00:00,0.431229,hit
19,left,2025-12-23 13:30:14.480623+00:00,0.435097,hit
20,right,2025-12-23 13:30:16.483344+00:00,0.459592,hit
21,left,2025-12-23 13:30:18.480260+00:00,0.42222,hit
22,right,2025-12-23 13:30:25.481090+00:00,0.432334,hit
23,right,2025-12-23 13:30:29.486514+00:00,0.427904,hit
24,right,2025-12-23 13:30:34.478809+00:00,0.480221,hit
25,left,2025-12-23 13:30:36.487339+00:00,0.420285,hit
26,right,2025-12-23 13:30:41.485444+00:00,0.399262,hit
27,right,2025-12-23 13:30:43.482360+00:00,0.408028,hit
28,right,2025-12-23 13:30:47.481997+00:00,0.41776,hit
29,left,2025-12-23 13:30:52.485888+00:00,0.471776,hit
30,right,2025-12-23 13:30:59.486695+00:00,0.433159,hit
31,left,2025-12-23 13:31:06.487521+00:00,0.429,hit
32,left,2025-12-23 13:31:10.481349+00:00,0.479361,hit
33,right,2025-12-23 13:31:15.485262+00:00,0.454501,hit
34,right,2025-12-23 13:31:22.480260+00:00,0.456452,hit
35,left,2025-12-23 13:31:27.484174+00:00,0.433972,hit
36,left,2025-12-23 13:31:34.484981+00:00,0.447625,hit
37,left,2025-12-23 13:31:38.484618+00:00,0.42852,hit
38,right,2025-12-23 13:31:40.487339+00:00,0.434398,hit
39,right,2025-12-23 13:31:44.486977+00:00,0.426373,hit
40,left,2025-12-23 13:31:46.483893+00:00,0.429981,hit
41,left,2025-12-23 13:31:53.483983500+00:00,0.4270585,hit
42,right,2025-12-23 13:31:55.483983500+00:00,0.4091575,hit
43,right,2025-12-23 13:32:00.483983500+00:00,0.4449545,hit
44,left,2025-12-23 13:32:02.483983500+00:00,0.5868115,hit
45,right,2025-12-23 13:32:09.483983500+00:00,0.4227025,hit
46,left,2025-12-23 13:32:13.483983500+00:00,0.4440555,hit
47,right,2025-12-23 13:32:17.483983500+00:00,0.4180425,hit
48,left,2025-12-23 13:32:22.483983500+00:00,0.4647455,hit
49,right,2025-12-23 13:32:27.483983500+00:00,0.4026525,hit
50,right,2025-12-23 13:32:31.483983500+00:00,0.4048115,hit
51,left,2025-12-23 13:32:38.483983500+00:00,0.4362105,hit
52,left,2025-12-23 13:32:40.483983500+00:00,0.4421885,hit
53,left,2025-12-23 13:32:45.483983500+00:00,0.3948525,hit
54,none,,,false_positive
54,right,2025-12-23 13:32:52.483983500+00:00,0.4034885,hit
55,left,2025-12-23 13:32:56.483983500+00:00,0.4253805,hit
56,right,2025-12-23 13:32:58.483983500+00:00,0.4425855,hit
57,left,2025-12-23 13:33:03.483983500+00:00,0.4489905,hit
58,right,2025-12-23 13:33:10.483983500+00:00,0.4642485,hit
59,left,2025-12-23 13:33:17.483983500+00:00,0.4528495,hit
60,left,2025-12-23 13:33:21.483983500+00:00,0.5001695,hit
61,left,2025-12-23 13:33:23.483983500+00:00,0.5083965,hit
62,right,2025-12-23 13:33:25.483983500+00:00,0.3999005,hit
63,right,2025-12-23 13:33:29.483983500+00:00,0.4239355,hit
64,right,2025-12-23 13:33:34.483983500+00:00,0.4398145,hit
65,right,2025-12-23 13:33:36.483983500+00:00,0.5229855,hit
66,left,2025-12-23 13:33:43.483983500+00:00,0.4481055,hit
67,left,2025-12-23 13:33:48.483983500+00:00,0.4318845,hit
68,right,2025-12-23 13:33:55.483983500+00:00,0.4823535,hit
69,right,2025-12-23 13:33:59.483983500+00:00,0.4540565,hit
70,left,2025-12-23 13:34:03.483983500+00:00,0.4693345,hit
71,right,2025-12-23 13:34:08.483983500+00:00,0.4369175,hit
72,left,2025-12-23 13:34:10.483983500+00:00,0.5128125,hit
73,left,2025-12-23 13:34:14.483983500+00:00,0.3850105,hit
74,left,2025-12-23 13:34:19.483983500+00:00,0.4127105,hit
75,right,2025-12-23 13:34:26.483983500+00:00,0.4182355,hit
76,left,2025-12-23 13:34:28.483983500+00:00,0.4645465,hit
77,left,2025-12-23 13:34:35.483983500+00:00,0.4425025,hit
78,right,2025-12-23 13:34:37.483983500+00:00,0.4241675,hit
79,right,2025-12-23 13:34:42.483983500+00:00,0.4512815,hit
80,right,2025-12-23 13:34:46.483983500+00:00,0.3811975,hit
