trial,side,utc_timestamp,RT_seconds,resp_status
1,left,2025-12-19 15:26:23.975830+00:00,0.70588,hit
2,left,2025-12-19 15:26:27.975467+00:00,0.47888,hit
3,right,2025-12-19 15:26:34.976274+00:00,0.490124,hit
4,right,2025-12-19 15:26:36.978996+00:00,0.543198,hit
5,left,2025-12-19 15:26:41.977100+00:00,0.473395,hit
6,left,2025-12-19 15:26:43.974016+00:00,0.460303,hit
7,right,2025-12-19 15:26:47.973653+00:00,0.470435,hit
8,right,2025-12-19 15:26:52.977544+00:00,0.45458,hit
9,left,2025-12-19 15:26:54.980270+00:00,0.439394,hit
10,left,2025-12-19 15:26:59.972565+00:00,0.519077,hit
11,right,2025-12-19 15:27:04.976456+00:00,0.470891,hit
12,right,2025-12-19 15:27:06.979177+00:00,0.477697,hit
13,left,2025-12-19 15:27:13.974197+00:00,0.496779,hit
14,right,2025-12-19 15:27:20.975005+00:00,0.464512,hit
15,left,2025-12-19 15:27:24.974642+00:00,0.487355,hit
16,right,2025-12-19 15:27:28.980088+00:00,0.418068,hit
17,left,2025-12-19 15:27:33.972383+00:00,0.409476,hit
18,left,2025-12-19 15:27:40.978996+00:00,0.444967,hit
19,left,2025-12-19 15:27:44.978633+00:00,0.449106,hit
20,right,2025-12-19 15:27:46.975549+00:00,0.503939,hit
21,left,2025-12-19 15:27:48.978270+00:00,0.485168,hit
22,right,2025-12-19 15:27:55.973290+00:00,0.476477,hit
23,right,2025-12-19 15:27:59.972928+00:00,0.420993,hit
24,right,2025-12-19 15:28:04.976819+00:00,0.481029,hit
25,left,2025-12-19 15:28:06.979540+00:00,0.472431,hit
26,right,2025-12-19 15:28:11.977649+00:00,0.41677,hit
27,right,2025-12-19 15:28:13.974560+00:00,0.445054,hit
28,right,2025-12-19 15:28:17.974197+00:00,0.401306,hit
29,left,2025-12-19 15:28:22.978089+00:00,0.475949,hit
30,right,2025-12-19 15:28:29.973109+00:00,0.4428,hit
31,left,2025-12-19 15:28:36.979721+00:00,0.446143,hit
32,left,2025-12-19 15:28:40.979358+00:00,0.467677,hit
33,right,2025-12-19 15:28:45.977467+00:00,0.429933,hit
34,right,2025-12-19 15:28:52.978270+00:00,0.428985,hit
35,left,2025-12-19 15:28:57.976374+00:00,0.457076,hit
36,left,2025-12-19 15:29:04.977181+00:00,0.512073,hit
37,left,2025-12-19 15:29:08.976819+00:00,0.469658,hit
38,right,2025-12-19 15:29:10.979540+00:00,0.498644,hit
39,right,2025-12-19 15:29:14.979177+00:00,0.424535,hit
40,left,2025-12-19 15:29:16.976093+00:00,0.451615,hit
41,left,2025-12-19 15:29:23.978237+00:00,0.472941,hit
42,right,2025-12-19 15:29:25.975153+00:00,0.455334,hit
43,right,2025-12-19 15:29:30.973258+00:00,0.473269,hit
44,left,2025-12-19 15:29:32.981770+00:00,0.499313,hit
45,right,2025-12-19 15:29:39.976786+00:00,0.45832,hit
46,left,2025-12-19 15:29:43.976423+00:00,0.461497,hit
47,right,2025-12-19 15:29:47.976060+00:00,0.460845,hit
48,left,2025-12-19 15:29:52.979951+00:00,0.477299,hit
49,right,2025-12-19 15:29:57.978056+00:00,0.484958,hit
50,right,2025-12-19 15:30:01.977693+00:00,0.45336,hit
51,left,2025-12-19 15:30:08.972713+00:00,0.442037,hit
52,left,2025-12-19 15:30:10.981221+00:00,0.474514,hit
53,left,2025-12-19 15:30:15.973521+00:00,0.48941,hit
54,right,2025-12-19 15:30:22.980133+00:00,0.418011,hit
55,left,2025-12-19 15:30:26.979770+00:00,0.418642,hit
56,right,2025-12-19 15:30:28.976686+00:00,0.460377,hit
57,left,2025-12-19 15:30:33.974790+00:00,0.448915,hit
58,right,2025-12-19 15:30:40.975616+00:00,0.490908,hit
59,left,2025-12-19 15:30:47.976423+00:00,0.496218,hit
60,left,2025-12-19 15:30:51.976060+00:00,0.464952,hit
61,left,2025-12-19 15:30:53.978786+00:00,0.466434,hit
62,right,2025-12-19 15:30:55.975698+00:00,0.499779,hit
63,right,2025-12-19 15:30:59.975335+00:00,0.488012,hit
64,right,2025-12-19 15:31:04.973439+00:00,0.46515,hit
65,right,2025-12-19 15:31:06.976142+00:00,0.489561,hit
66,left,2025-12-19 15:31:13.976967+00:00,0.549206,hit
67,left,2025-12-19 15:31:18.975072+00:00,0.510591,hit
68,right,2025-12-19 15:31:25.975879+00:00,0.464668,hit
69,right,2025-12-19 15:31:29.975516+00:00,0.446397,hit
70,left,2025-12-19 15:31:33.975153+00:00,0.468535,hit
71,right,2025-12-19 15:31:38.979044+00:00,0.447186,hit
72,left,2025-12-19 15:31:40.975979+00:00,0.438691,hit
73,left,2025-12-19 15:31:44.981407+00:00,0.453755,hit
74,left,2025-12-19 15:31:49.973702+00:00,0.45374,hit
75,right,2025-12-19 15:31:56.974527+00:00,0.457806,hit
76,left,2025-12-19 15:31:58.977230+00:00,0.529606,hit
77,left,2025-12-19 15:32:05.978056+00:00,0.442947,hit
78,right,2025-12-19 15:32:07.974972+00:00,0.452795,hit
79,right,2025-12-19 15:32:12.973076+00:00,0.491742,hit
80,right,2025-12-19 15:32:16.978500+00:00,0.440602,hit
81,right,2025-12-19 15:32:18.975434+00:00,0.496309,hit
82,left,2025-12-19 15:32:23.973521+00:00,0.452822,hit
83,right,2025-12-19 15:32:28.971625+00:00,0.443031,hit
84,left,2025-12-19 15:32:35.978237+00:00,0.492895,hit
85,left,2025-12-19 15:32:39.977874+00:00,0.514032,hit
86,right,2025-12-19 15:32:43.977511+00:00,0.499378,hit
87,left,2025-12-19 15:32:45.974427+00:00,0.467756,hit
88,right,2025-12-19 15:32:52.981040+00:00,0.470949,hit
89,right,2025-12-19 15:32:56.974890+00:00,0.451016,hit
