trial,side,utc_timestamp,RT_seconds,resp_status
1,left,2025-12-17 12:17:36.771653+00:00,1.069609,hit
2,left,2025-12-17 12:17:40.771290+00:00,0.594861,hit
3,right,2025-12-17 12:17:47.772097+00:00,0.57701,hit
4,right,2025-12-17 12:17:49.774818+00:00,0.530538,hit
5,left,2025-12-17 12:17:54.772923+00:00,0.853719,hit
6,left,2025-12-17 12:17:56.769839+00:00,0.539039,hit
7,right,2025-12-17 12:18:00.769476+00:00,0.435238,hit
8,right,2025-12-17 12:18:05.773367+00:00,0.481083,hit
9,left,2025-12-17 12:18:07.776093+00:00,0.561275,hit
10,left,2025-12-17 12:18:12.768388+00:00,0.561203,hit
11,right,2025-12-17 12:18:17.772279+00:00,0.460607,hit
12,right,2025-12-17 12:18:19.775000+00:00,0.530625,hit
13,left,2025-12-17 12:18:26.770020+00:00,0.567814,hit
14,right,2025-12-17 12:18:33.770828+00:00,0.469018,hit
15,left,2025-12-17 12:18:37.770465+00:00,0.593556,hit
16,right,2025-12-17 12:18:41.775912+00:00,0.495588,hit
17,left,2025-12-17 12:18:46.768206+00:00,0.604516,hit
18,left,2025-12-17 12:18:53.774818+00:00,0.569189,hit
19,left,2025-12-17 12:18:57.774456+00:00,0.548266,hit
20,right,2025-12-17 12:18:59.771372+00:00,0.538027,hit
21,left,2025-12-17 12:19:01.774093+00:00,0.564127,hit
22,right,2025-12-17 12:19:08.769113+00:00,0.516716,hit
23,right,2025-12-17 12:19:12.768750+00:00,0.667704,hit
24,none,,,false_positive
24,right,2025-12-17 12:19:17.772642+00:00,0.477726,hit
25,left,2025-12-17 12:19:19.775363+00:00,0.576419,hit
26,right,2025-12-17 12:19:24.773472+00:00,0.479711,hit
27,right,2025-12-17 12:19:26.770383+00:00,0.543751,hit
28,right,2025-12-17 12:19:30.770020+00:00,0.530142,hit
29,left,2025-12-17 12:19:35.773911+00:00,0.580006,hit
30,right,2025-12-17 12:19:42.768932+00:00,0.574005,hit
31,left,2025-12-17 12:19:49.775544+00:00,0.635956,hit
32,left,2025-12-17 12:19:53.775181+00:00,0.587157,hit
