trial,side,scheduled_timestamp_utc,actual_onset_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,scheduled_offset_s,actual_onset_offset_s,response_offset_s
2,left,2025-12-17 14:04:17.386920,2025-12-17 14:04:17.386920,,,miss,3.999637,3.999637,
3,right,2025-12-17 14:04:24.384714,2025-12-17 14:04:24.384714,2025-12-17 14:04:25.174041000,0.789327,hit,10.997431,10.997431,11.786758
4,right,2025-12-17 14:04:26.389293,2025-12-17 14:04:26.389293,2025-12-17 14:04:27.148426000,0.759133,hit,13.00201,13.00201,13.761143
5,left,2025-12-17 14:04:31.387397,2025-12-17 14:04:31.387397,2025-12-17 14:04:32.496875000,1.109478,hit,18.000114,18.000114,19.109592
6,left,2025-12-17 14:04:33.384313,2025-12-17 14:04:33.384313,2025-12-17 14:04:34.035947000,0.651634,hit,19.99703,19.99703,20.648664
7,right,2025-12-17 14:04:37.391617,2025-12-17 14:04:37.391617,2025-12-17 14:04:37.923231000,0.531614,hit,24.004334,24.004334,24.535948
8,right,2025-12-17 14:04:42.383889,2025-12-17 14:04:42.383889,2025-12-17 14:04:42.839915000,0.456026,hit,28.996606,28.996606,29.452632
9,left,2025-12-17 14:04:44.386610,2025-12-17 14:04:44.386610,2025-12-17 14:04:44.998479000,0.611869,hit,30.999327,30.999327,31.611196
10,left,2025-12-17 14:04:49.390524,2025-12-17 14:04:49.390524,2025-12-17 14:04:50.023146000,0.632622,hit,36.003241,36.003241,36.635863
11,right,2025-12-17 14:04:54.388610,2025-12-17 14:04:54.388610,2025-12-17 14:04:55.013537000,0.624927,hit,41.001327,41.001327,41.626254
12,right,2025-12-17 14:04:56.385522,2025-12-17 14:04:56.385522,2025-12-17 14:04:56.979581000,0.594059,hit,42.998239,42.998239,43.592298
13,left,2025-12-17 14:05:03.386352,2025-12-17 14:05:03.386352,2025-12-17 14:05:04.166511000,0.780159,hit,49.999069,49.999069,50.779227999999996
14,right,2025-12-17 14:05:10.387154,2025-12-17 14:05:10.387154,2025-12-17 14:05:10.902795000,0.515641,hit,56.999871,56.999871,57.515512
15,left,2025-12-17 14:05:14.388505,2025-12-17 14:05:14.388505,2025-12-17 14:05:14.932661000,0.544156,hit,61.001222,61.001222,61.545378
16,right,2025-12-17 14:05:18.383630,2025-12-17 14:05:18.383630,2025-12-17 14:05:18.859855000,0.476225,hit,64.996347,64.996347,65.472572
17,left,2025-12-17 14:05:23.387544,2025-12-17 14:05:23.387544,2025-12-17 14:05:23.882355000,0.494811,hit,70.000261,70.000261,70.495072
18,left,2025-12-17 14:05:30.388351,2025-12-17 14:05:30.388351,2025-12-17 14:05:30.883776000,0.495425,hit,77.001068,77.001068,77.496493
19,left,2025-12-17 14:05:34.387988,2025-12-17 14:05:34.387988,2025-12-17 14:05:34.859156000,0.471168,hit,81.000705,81.000705,81.471873
20,right,2025-12-17 14:05:36.390709,2025-12-17 14:05:36.390709,2025-12-17 14:05:36.911220000,0.520511,hit,83.003426,83.003426,83.523937
21,left,2025-12-17 14:05:38.393435,2025-12-17 14:05:38.393435,2025-12-17 14:05:38.958490000,0.565055,hit,85.006152,85.006152,85.571207
22,right,2025-12-17 14:05:45.387950,2025-12-17 14:05:45.387950,2025-12-17 14:05:45.880888000,0.492938,hit,92.000667,92.000667,92.493605
23,right,2025-12-17 14:05:49.387760,2025-12-17 14:05:49.387760,2025-12-17 14:05:49.881658000,0.493898,hit,96.000477,96.000477,96.494375
24,right,2025-12-17 14:05:54.391655,2025-12-17 14:05:54.391655,2025-12-17 14:05:54.973324000,0.581669,hit,101.004372,101.004372,101.58604100000001
25,left,2025-12-17 14:05:56.388567,2025-12-17 14:05:56.388567,2025-12-17 14:05:56.890535000,0.501968,hit,103.001284,103.001284,103.503252
