trial,side,scheduled_timestamp_utc,actual_onset_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,scheduled_offset_s,actual_onset_offset_s,response_offset_s
2,left,2025-12-17 11:56:42.719517,2025-12-17 11:56:42.719517,2025-12-17 11:56:43.260865000,0.541348,hit,3.999637,3.999637,4.540985
3,right,2025-12-17 11:56:49.720324,2025-12-17 11:56:49.720324,2025-12-17 11:56:50.227317999,0.506994,hit,11.000444,11.000444,11.507438
4,right,2025-12-17 11:56:51.723046,2025-12-17 11:56:51.723046,2025-12-17 11:56:52.295015000,0.571969,hit,13.003166,13.003166,13.575135
5,left,2025-12-17 11:56:56.721150,2025-12-17 11:56:56.721150,2025-12-17 11:56:57.293288000,0.572138,hit,18.00127,18.00127,18.573408
6,left,2025-12-17 11:56:58.718066,2025-12-17 11:56:58.718066,2025-12-17 11:56:59.250433000,0.532367,hit,19.998186,19.998186,20.530553
7,right,2025-12-17 11:57:02.717703,2025-12-17 11:57:02.717703,2025-12-17 11:57:03.217849000,0.500146,hit,23.997823,23.997823,24.497969
8,right,2025-12-17 11:57:07.721594,2025-12-17 11:57:07.721594,2025-12-17 11:57:08.409784000,0.68819,hit,29.001714,29.001714,29.689904
9,left,2025-12-17 11:57:09.724320,2025-12-17 11:57:09.724320,2025-12-17 11:57:10.259357000,0.535037,hit,31.00444,31.00444,31.539476999999998
10,left,2025-12-17 11:57:14.716615,2025-12-17 11:57:14.716615,2025-12-17 11:57:15.368556000,0.651941,hit,35.996735,35.996735,36.648676
11,right,2025-12-17 11:57:19.720506,2025-12-17 11:57:19.720506,2025-12-17 11:57:20.205160000,0.484654,hit,41.000626,41.000626,41.485279999999996
12,right,2025-12-17 11:57:21.723227,2025-12-17 11:57:21.723227,2025-12-17 11:57:22.227849000,0.504622,hit,43.003347,43.003347,43.507968999999996
13,left,2025-12-17 11:57:28.718247,2025-12-17 11:57:28.718247,2025-12-17 11:57:29.261431000,0.543184,hit,49.998367,49.998367,50.541551
14,right,2025-12-17 11:57:35.720684,2025-12-17 11:57:35.720684,2025-12-17 11:57:36.400935000,0.680251,hit,57.000804,57.000804,57.681055
15,left,2025-12-17 11:57:39.720317,2025-12-17 11:57:39.720317,2025-12-17 11:57:40.238501000,0.518184,hit,61.000437,61.000437,61.518620999999996
16,right,2025-12-17 11:57:43.719954,2025-12-17 11:57:43.719954,2025-12-17 11:57:44.240683000,0.520729,hit,65.000074,65.000074,65.520803
17,left,2025-12-17 11:57:48.718040,2025-12-17 11:57:48.718040,2025-12-17 11:57:49.368737000,0.650697,hit,69.99816,69.99816,70.64885699999999
18,left,2025-12-17 11:57:55.718866,2025-12-17 11:57:55.718866,2025-12-17 11:57:56.250942000,0.532076,hit,76.998986,76.998986,77.531062
19,left,2025-12-17 11:57:59.722277,2025-12-17 11:57:59.722277,2025-12-17 11:58:00.383039000,0.660762,hit,81.002397,81.002397,81.66315900000001
20,right,2025-12-17 11:58:01.725002,2025-12-17 11:58:01.725002,2025-12-17 11:58:02.274325000,0.549323,hit,83.005122,83.005122,83.554445
21,left,2025-12-17 11:58:03.717628,2025-12-17 11:58:03.717628,2025-12-17 11:58:04.325696000,0.608068,hit,84.997748,84.997748,85.605816
