trial,side,scheduled_timestamp_utc,actual_onset_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,scheduled_offset_s,actual_onset_offset_s,response_offset_s
1,left,2025-12-19 19:27:25.632259,2025-12-19 19:27:25.638871,2025-12-19 19:27:26.217372,0.578501,hit,7.0,7.006612245226279,7.58511320798425
2,left,2025-12-19 19:27:29.632259,2025-12-19 19:27:29.638508,2025-12-19 19:27:30.116893,0.478385,hit,11.0,11.006249433441553,11.484633999993093
3,right,2025-12-19 19:27:36.632259,2025-12-19 19:27:36.635993,2025-12-19 19:27:37.172502,0.536509,hit,18.0,18.003734127327334,18.540242832968943
4,right,2025-12-19 19:27:38.632259,2025-12-19 19:27:38.638714,2025-12-19 19:27:39.227331,0.588617,hit,20.0,20.00645521574188,20.595072583004367
5,left,2025-12-19 19:27:43.632259,2025-12-19 19:27:43.642605,2025-12-19 19:27:44.178604,0.535999,hit,25.0,25.010346371564083,25.54634541698033
6,left,2025-12-19 19:27:45.632259,2025-12-19 19:27:45.639521,2025-12-19 19:27:46.163116,0.523595,hit,27.0,27.007262471306603,27.53085783298593
7,right,2025-12-19 19:27:49.632259,2025-12-19 19:27:49.639158,2025-12-19 19:27:50.185221,0.546063,hit,31.0,31.006899659521878,31.552962707995903
8,right,2025-12-19 19:27:54.632259,2025-12-19 19:27:54.637263,2025-12-19 19:27:55.265382,0.628119,hit,36.0,36.00500396860298,36.63312291697366
9,left,2025-12-19 19:27:56.632259,2025-12-19 19:27:56.639984,2025-12-19 19:27:57.368098,0.728114,hit,38.0,38.007725057017524,38.73583891696762
10,left,2025-12-19 19:28:01.632259,2025-12-19 19:28:01.643879,2025-12-19 19:28:02.163902,0.520022,hit,43.0,43.011620748613495,43.53164308296982
11,right,2025-12-19 19:28:06.632259,2025-12-19 19:28:06.636174,2025-12-19 19:28:07.198963,0.562789,hit,48.0,48.00391553319059,48.566704832948744
12,right,2025-12-19 19:28:08.632259,2025-12-19 19:28:08.638895,2025-12-19 19:28:09.270484,0.631588,hit,50.0,50.00663662166335,50.63822500000242
13,left,2025-12-19 19:28:15.632259,2025-12-19 19:28:15.639703,2025-12-19 19:28:16.144186,0.504484,hit,57.0,57.00744387722807,57.51192749995971
14,right,2025-12-19 19:28:22.632259,2025-12-19 19:28:22.640528,2025-12-19 19:28:23.177826,0.537298,hit,64.0,64.00826927472372,64.54556766699534
15,left,2025-12-19 19:28:26.632259,2025-12-19 19:28:26.640165,2025-12-19 19:28:27.170230,0.530065,hit,68.0,68.00790646293899,68.537971541984
16,right,2025-12-19 19:28:30.632259,2025-12-19 19:28:30.639802,2025-12-19 19:28:31.168826,0.529024,hit,72.0,72.00754365109606,72.53656724997563
17,left,2025-12-19 19:28:35.632259,2025-12-19 19:28:35.643698,2025-12-19 19:28:36.138309,0.494611,hit,77.0,77.01143934269203,77.506050166965
18,left,2025-12-19 19:28:42.632259,2025-12-19 19:28:42.638714,2025-12-19 19:28:43.136105,0.497391,hit,84.0,84.00645521574188,84.50384654197842
19,left,2025-12-19 19:28:46.632259,2025-12-19 19:28:46.638351,2025-12-19 19:28:47.141523,0.503172,hit,88.0,88.00609240395715,88.50926424999489
20,right,2025-12-19 19:28:48.632259,2025-12-19 19:28:48.644096,2025-12-19 19:28:49.232243,0.588147,hit,90.0,90.01183730189223,90.59998474997701
21,left,2025-12-19 19:28:50.632259,2025-12-19 19:28:50.641012,2025-12-19 19:28:51.126889,0.485877,hit,92.0,92.00875340169296,92.49463054200169
22,right,2025-12-19 19:28:57.632259,2025-12-19 19:28:57.641842,2025-12-19 19:28:58.163500,0.521658,hit,99.0,99.00958333298331,99.53124158299761
23,right,2025-12-19 19:29:01.632259,2025-12-19 19:29:01.641474,2025-12-19 19:29:02.139085,0.497610,hit,103.0,103.00921598641435,103.50682599999709
24,right,2025-12-19 19:29:06.632259,2025-12-19 19:29:06.639561,2025-12-19 19:29:07.120807,0.481247,hit,108.0,108.00730215449585,108.48854874999961
