trial,side,scheduled_timestamp_utc,actual_onset_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,scheduled_offset_s,actual_onset_offset_s,response_offset_s
2,left,2025-12-17 11:17:29.908283000,2025-12-17 11:17:29.908283000,2025-12-17 11:17:30.558564000,0.650281,hit,3.999638,3.999638,4.649919
3,right,2025-12-17 11:17:36.909112000,2025-12-17 11:17:36.909112000,2025-12-17 11:17:37.472692000,0.56358,hit,11.000467,11.000467,11.564047
4,right,2025-12-17 11:17:38.906024000,2025-12-17 11:17:38.906024000,2025-12-17 11:17:39.442503000,0.536479,hit,12.997379,12.997379,13.533858
5,left,2025-12-17 11:17:43.909915000,2025-12-17 11:17:43.909915000,2025-12-17 11:17:44.542600000,0.632685,hit,18.00127,18.00127,18.633955
6,left,2025-12-17 11:17:45.906831000,2025-12-17 11:17:45.906831000,2025-12-17 11:17:46.539097000,0.632266,hit,19.998186,19.998186,20.630452000000002
7,right,2025-12-17 11:17:49.906468000,2025-12-17 11:17:49.906468000,2025-12-17 11:17:50.410661000,0.504193,hit,23.997823,23.997823,24.502016
8,right,2025-12-17 11:17:54.904573000,2025-12-17 11:17:54.904573000,2025-12-17 11:17:55.459447000,0.554874,hit,28.995928,28.995928,29.550802
9,left,2025-12-17 11:17:56.907294000,2025-12-17 11:17:56.907294000,2025-12-17 11:17:57.499850000,0.592556,hit,30.998649,30.998649,31.591205
10,left,2025-12-17 11:18:01.911190000,2025-12-17 11:18:01.911190000,2025-12-17 11:18:02.404909000,0.493719,hit,36.002545,36.002545,36.496264
11,right,2025-12-17 11:18:06.903484000,2025-12-17 11:18:06.903484000,2025-12-17 11:18:07.474273000,0.570789,hit,40.994839,40.994839,41.565628
12,right,2025-12-17 11:18:08.906205000,2025-12-17 11:18:08.906205000,2025-12-17 11:18:09.466461000,0.560256,hit,42.99756,42.99756,43.557816
13,left,2025-12-17 11:18:15.907013000,2025-12-17 11:18:15.907013000,2025-12-17 11:18:16.506228000,0.599215,hit,49.998368,49.998368,50.597583
14,right,2025-12-17 11:18:22.907838000,2025-12-17 11:18:22.907838000,2025-12-17 11:18:23.515474000,0.607636,hit,56.999193,56.999193,57.606829
15,left,2025-12-17 11:18:26.913285000,2025-12-17 11:18:26.913285000,2025-12-17 11:18:27.526654000,0.613369,hit,61.00464,61.00464,61.618009
16,right,2025-12-17 11:18:30.907553000,2025-12-17 11:18:30.907553000,2025-12-17 11:18:31.453751000,0.546198,hit,64.998908,64.998908,65.545106
17,left,2025-12-17 11:18:35.911467000,2025-12-17 11:18:35.911467000,2025-12-17 11:18:36.524258000,0.612791,hit,70.002822,70.002822,70.615613
18,left,2025-12-17 11:18:42.906465000,2025-12-17 11:18:42.906465000,2025-12-17 11:18:43.448590000,0.542125,hit,76.99782,76.99782,77.539945
19,left,2025-12-17 11:18:46.906102000,2025-12-17 11:18:46.906102000,2025-12-17 11:18:47.471396000,0.565294,hit,80.997457,80.997457,81.56275099999999
20,right,2025-12-17 11:18:48.908823000,2025-12-17 11:18:48.908823000,2025-12-17 11:18:49.601061000,0.692238,hit,83.000178,83.000178,83.69241600000001
21,left,2025-12-17 11:18:50.905739000,2025-12-17 11:18:50.905739000,2025-12-17 11:18:51.553828000,0.648089,hit,84.997094,84.997094,85.645183
